Word,Length,Freq_KF,Freq_HAL,Log_Freq_HAL,SUBTLWF,LgSUBTLWF,SUBTLCD,LgSUBTLCD,Ortho_N,Phono_N,Phono_N_H,OG_N,OG_N_H,Freq_N,Freq_N_P,Freq_N_PH,Freq_N_OG,Freq_N_OGH,Freq_Greater,Freq_G_Mean,Freq_Less,Freq_L_Mean,Freq_Rel,OLD,OLDF,PLD,PLDF,Concreteness_Rating,Semantic_Neighborhood_Density,Semantic_Neighbors,Semantic_Diversity,Age_Of_Acquisition,Body_Object_Interaction,Emotional_Valence,Emotional_Arousal,Emotional_Dominance,Assoc_Freq_R1,Assoc_Types_R1,Assoc_Freq_R123,Assoc_Types_R123,BG_Sum,BG_Mean,BG_Freq_By_Pos,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy,I_NMG_Mean_RT,I_NMG_Zscore,I_NMG_SD,I_NMG_Obs,I_NMG_Mean_Accuracy,Word_IPA
textiles,8,15,823,6.713,0.240,1.114,0.100,0.954,0,0,8,0,0,#,#,0.0,#,#,#,#,#,#,#,2.750,6.605,3.400,6.821,#,0.567,21,1.480,9.750,#,#,#,#,5,5,28,24,"19,237","2,748.143","2,265","t""Ek.staIlz",8,2,{textile}>s>,"{t""Ek.staIl}>z>",2,NN,616.484,-0.423,144.574,31,0.97,642.444,-0.315,102.695,27,1.0, t ɛ k s t aɪ l z 
textile's,9,1,0,0.0,#,#,#,#,0,0,8,0,0,#,#,6.713,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"15,940","1,992.500","1,844","t""Ek.staIlz",8,2,{textile}>'s>,"{t""Ek.staIl}>z>",2,encl,787.094,-0.093,247.257,32,0.97,716.370,-0.089,225.018,27,1.0, t ɛ k s t aɪ l z 
texts,5,4,"7,288",8.894,0.650,1.532,0.350,1.477,4,1,1,1,1,8.0,10.704,10.704,10.704,10.704,2,10.4,2,5.7,1.11,1.750,7.570,1.850,7.858,#,0.617,"4,176",1.221,7.780,#,#,#,#,7,4,18,14,"6,129","1,532.250",535,"t""Eksts",6,1,{text}>s>,"{t""Ekst}>s>",2,NN,588.548,-0.599,121.290,31,0.94,614.960,-0.532,159.513,25,0.926, t ɛ k s t s 
textual,7,2,"1,250",7.131,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.850,7.688,3.450,7.028,2.410,0.566,8,1.059,#,#,#,#,#,1,1,4,3,"9,363","1,560.500",965,"t""Eks.tSu@l",8,2,{text}>ual>,"{t""Eks.tS}>u@l>",2,JJ,835.071,0.018,337.507,28,0.82,676.107,-0.254,228.378,28,0.966, t ɛ k s tʃ uː əl 
texture,7,15,"5,678",8.644,1.650,1.929,0.860,1.863,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.250,7.418,2.500,7.302,3.830,0.570,508,1.444,9.350,3.393,5.570,3.330,5.290,46,33,202,133,"11,758","1,959.667","1,124","t""Eks.tS@`",6,2,{texture},"{t""Eks.tS@`}",1,NN|VB,602.857,-0.627,108.595,35,1.0,623.370,-0.547,120.036,27,1.0, t ɛ k s tʃ ɚ 
textured,8,2,652,6.48,0.180,1.000,0.080,0.903,1,1,1,1,1,7.9,7.901,7.901,7.901,7.901,1,7.9,0,#,0.82,2.550,6.910,2.800,7.363,3.500,0.444,0,1.235,10.420,2.800,#,#,#,2,2,16,13,"16,243","2,320.429","1,914","t""Eks.tS@`d",7,2,{texture}>ed>,"{t""Eks.tS@`}>d>",2,JJ|VB,650.824,-0.466,217.101,34,1.0,618.269,-0.471,91.644,26,1.0, t ɛ k s tʃ ɚ d 
textures,8,6,"2,701",7.901,0.310,1.230,0.150,1.146,1,1,1,1,1,6.5,6.480,6.48,6.480,6.480,0,#,1,6.5,1.22,2.350,7.207,2.650,7.182,#,0.549,1,1.255,9.350,#,#,#,#,1,1,2,2,"16,247","2,321.000","1,722","t""Eks.tS@`z",7,2,{texture}>s>,"{t""Eks.tS@`}>z>",2,NN|VB,611.061,-0.482,113.852,33,1.0,602.143,-0.5,105.250,28,1.0, t ɛ k s tʃ ɚ z 
Thai,4,1,"6,998",8.853,3.270,2.225,1.040,1.944,3,34,36,0,0,11.8,9.476,9.48,#,#,2,14.5,1,6.3,0.75,1.850,9.367,1.000,10.048,#,0.604,"3,854",1.127,#,#,#,#,#,16,13,48,30,"3,372","1,124.000",817,"t""aI",2,1,{thai},"{t""aI}",1,NN|JJ,806.481,0.071,242.991,27,0.87,766.043,0.421,153.473,23,0.821, t aɪ 
Thailand,8,4,"6,869",8.835,2.960,2.182,1.070,1.959,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.200,7.004,2.850,7.603,#,0.611,"4,019",#,#,#,#,#,#,13,11,47,39,"12,083","1,726.143","1,784","t""aI.land",6,2,{thai--land},"{t""aI-.-land}",2,NN,742.387,-0.275,229.957,31,0.97,752.296,0.197,213.831,27,1.0, t aɪ l ə n d 
thalidomide,11,#,147,4.99,0.040,0.477,0.020,0.477,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,5.850,5.333,4.450,5.417,#,0.300,0,#,18.670,#,#,#,#,#,#,1,1,"15,750","1,575.000","1,749","T@.l""I.4@.maId",9,4,{thalidomide},"{T@.l""I.4@.maId}",1,NN,"1,077.400",0.936,471.338,5,0.16,"1,151.800",1.694,282.036,5,0.417, θ æ l ɪ d ɑː m aɪ d 
Thames,6,3,475,6.163,0.610,1.505,0.300,1.415,2,14,14,0,0,6.5,7.907,7.907,#,#,1,8.4,1,4.6,0.95,1.900,8.029,1.600,8.247,#,0.574,"1,173",#,#,#,#,#,#,2,2,10,7,"9,643","1,928.600","1,882","t""Emz",4,1,{thames},"{t""Emz}",1,NN,819.963,0.071,305.098,27,0.79,792.083,0.089,287.439,24,0.923, t ɛ m z 
than,4,"1,789","702,491",13.462,738.800,4.576,92.630,3.890,6,13,13,3,3,10.3,10.826,10.826,12.450,12.450,2,14.5,4,8.3,1.30,1.600,9.224,1.100,11.269,1.690,0.698,"9,472",2.341,5.454,#,#,#,#,50,21,122,45,"5,951","1,983.667","1,207","D""an",3,1,{than},"{D""an}",1,minor,745.963,-0.298,224.721,27,0.77,639.269,-0.43,128.296,26,0.963, ð ɐ n 
thank,5,36,"95,706",11.469,"1,115.240",4.755,92.870,3.892,2,10,10,2,2,9.8,8.138,8.138,9.805,9.805,1,13.4,1,6.2,1.17,1.700,8.281,1.400,8.147,3.000,0.561,180,1.595,3.790,1.880,7.770,3.330,6.890,25,12,60,29,"6,237","1,559.250","1,318","T""aNk",4,1,{thank},"{T""aNk}",1,VB|NN,650.552,-0.480,196.918,29,0.85,583.407,-0.615,114.617,27,1.0, θ æ ŋ k 
thanked,7,6,"1,087",6.991,3.800,2.290,1.940,2.215,0,4,4,0,0,#,8.237,8.237,#,#,#,#,#,#,#,2.000,6.739,1.750,8.106,#,0.468,0,1.684,3.790,#,#,#,#,1,1,1,1,"11,620","1,936.667","2,301","T""aNkt",5,1,{thank}>ed>,"{T""aNk}>t>",2,VB,759.303,-0.110,236.843,33,0.97,612.778,-0.493,108.241,27,1.0, θ æ ŋ k t 
thankful,8,6,"2,279",7.731,5.370,2.439,2.430,2.312,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.400,6.535,2.950,6.732,1.690,0.354,0,1.681,5.500,#,7.760,4.520,6.550,89,13,176,47,"7,695","1,099.286","1,514","T""aNk.fl=",6,2,{thank}>ful>,"{T""aNk}.>fl=>",2,JJ,701.471,-0.381,270.327,34,1.0,567.000,-0.648,129.164,28,1.0, θ æ ŋ k f əl 
thankfulness,12,2,164,5.1,0.060,0.602,0.040,0.602,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.350,3.758,3.750,3.829,1.720,0.191,0,#,8.000,#,#,#,#,7,2,21,7,"16,079","1,461.727","1,916","T""aNk.fl=.n@s",9,3,{thank}>ful>>ness>,"{T""aNk}.>fl=>.>n@s>",3,NN,728.176,-0.085,204.824,34,1.0,599.296,-0.411,125.184,27,1.0, θ æ ŋ k f əl n ə s 
thanking,8,3,"1,553",7.348,3.020,2.190,1.700,2.158,1,4,4,1,1,11.1,8.504,8.504,11.070,11.070,1,11.1,0,#,0.66,2.000,7.140,1.800,7.593,#,0.382,0,1.732,3.790,#,#,#,#,2,2,3,3,"17,477","2,496.714","3,138","T""aNk.IN",6,2,{thank}>ing>,"{T""aNk}.>IN>",2,VB,762.312,-0.056,426.068,32,0.97,612.615,-0.448,119.560,26,1.0, θ æ ŋ k ɪ ŋ 
thankless,9,1,149,5.004,0.410,1.342,0.250,1.342,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.900,5.668,2.800,6.257,1.890,0.166,0,#,10.820,#,3.630,4.860,4.680,#,#,4,3,"15,850","1,981.250","2,609","T""aNk.l@s",7,2,{thank}>less>,"{T""aNk}.>l@s>",2,JJ,821.692,0.054,341.451,26,0.9,713.607,-0.092,166.301,28,1.0, θ æ ŋ k l ə s 
thanks,6,37,"253,766",12.444,623.310,4.502,85.230,3.854,1,6,6,1,1,10.1,8.467,8.467,10.091,10.091,0,#,1,10.1,1.23,1.850,8.449,1.650,8.024,2.150,0.647,"6,547",1.837,3.530,1.296,7.730,4.050,6.720,143,41,317,109,"6,477","1,295.400","1,384","T""aNks",5,1,{thank}>s>,"{T""aNk}>s>",2,NN|VB,577.061,-0.667,176.164,33,0.97,584.893,-0.609,120.306,28,1.0, θ æ ŋ k s 
Thanksgiving,12,8,"1,152",7.049,18.610,2.978,3.280,2.441,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,5.300,6.328,5.900,6.391,3.330,0.562,29,1.328,4.740,#,6.790,4.950,6.250,129,39,421,112,"19,533","1,775.727","1,837","T%aNks.g""Iv.IN",10,3,{thank}>s>{give}>ing>,"{T%aNk}>s>.{g""Iv}.>IN>",4,NN,756.441,-0.017,300.011,34,1.0,635.571,-0.421,144.856,28,1.0, θ æ ŋ k s ɡ ɪ v ɪ ŋ 
that,4,"10,595","5,262,331",15.476,"14,111.310",5.857,99.760,3.923,6,13,13,2,2,9.6,9.541,9.541,11.427,11.427,0,#,6,9.6,1.61,1.650,8.605,1.250,9.762,1.540,0.703,"9,891",2.351,5.529,1.348,#,#,#,170,53,323,126,"6,649","2,216.333","1,024","D""at",3,1,{that},"{D""at}",1,minor|NN,608.700,-0.751,256.656,30,0.94,577.556,-0.561,94.745,27,1.0, ð æ t 
thatch,6,#,124,4.82,0.750,1.591,0.100,0.954,0,6,6,0,0,#,9.147,9.147,#,#,#,#,#,#,#,2.150,7.819,1.700,8.485,3.830,0.368,0,1.372,10.720,#,5.200,2.800,4.860,5,4,21,11,"8,405","1,681.000","1,316","T""atS",3,1,{thatch},"{T""atS}",1,NN|VB,730.033,-0.037,258.611,30,0.86,647.885,-0.466,151.452,26,1.0, θ æ tʃ 
thatches,8,1,0,0.0,#,#,#,#,0,4,4,0,0,#,8.164,8.164,#,#,#,#,#,#,#,2.450,6.355,1.800,6.597,#,0.252,0,#,#,#,#,#,#,#,#,#,#,"14,643","2,091.857","2,107","T""atS.@z",5,2,{thatch}>s>,"{T""atS}.>@z>",2,VB|NN,685.455,-0.152,145.438,22,0.65,672.240,-0.135,87.915,25,1.0, θ æ tʃ ᵻ z 
that'd,6,1,"1,295",7.166,#,#,#,#,2,5,5,0,0,8.9,6.461,6.461,#,#,1,12.4,1,5.5,0.80,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"6,773","1,354.600","1,045","D""a4.@d",5,2,{that}>'d>,"{D""a4}.>@d>",2,encl,912.400,0.416,307.715,15,0.47,679.462,0.004,169.762,13,0.481, ð æ ɾ ə d 
that'll,7,5,"2,971",7.997,#,#,#,#,1,7,7,0,0,5.8,7.201,7.201,#,#,0,#,1,5.8,1.37,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"8,389","1,398.167","1,168","D""a4.l=",4,2,{that}>'ll>,"{D""a4}.>l=>",2,encl,917.167,0.489,216.375,18,0.62,677.136,-0.125,128.096,22,0.815, ð æ ɾ əl 
that's,6,186,"236,693",12.375,#,#,#,#,2,10,10,0,0,9.2,7.329,7.329,#,#,0,#,2,9.2,1.35,#,#,#,#,#,#,#,#,#,#,#,#,#,7,7,19,19,"7,781","1,556.200","1,181","D""ats",4,1,{that}>'s>,"{D""at}>s>",2,encl,707.406,-0.334,258.072,32,0.94,637.852,-0.578,165.386,27,1.0, ð æ t s 
thaw,4,6,555,6.319,1.590,1.914,0.700,1.778,4,9,9,1,1,11.6,8.412,8.412,8.632,8.632,4,11.6,0,#,0.54,1.750,8.962,1.400,9.042,3.800,0.383,0,1.544,8.110,2.476,4.950,3.840,5.820,12,4,27,12,"2,694",898.000,733,"T""O",2,1,{thaw},"{T""O}",1,NN|VB,704.094,-0.324,301.943,32,0.94,617.815,-0.471,95.219,27,0.964, θ ɔː 
thawed,6,3,289,5.666,0.550,1.462,0.290,1.398,0,8,8,0,0,#,6.879,6.879,#,#,#,#,#,#,#,2.000,7.059,1.550,7.815,#,0.252,0,1.535,8.110,#,#,#,#,1,1,1,1,"7,663","1,532.600","1,494","T""Od",3,1,{thaw}>ed>,"{T""O}>d>",2,VB|JJ,889.393,0.164,442.675,28,0.85,635.407,-0.306,112.949,27,1.0, θ ɔː d 
thawing,7,2,148,4.997,0.240,1.114,0.120,1.041,0,4,4,0,0,#,5.067,5.067,#,#,#,#,#,#,#,1.950,7.689,1.700,7.570,#,0.291,0,1.301,8.110,#,#,#,#,4,2,10,7,"13,976","2,329.333","2,632","T""O.IN",4,2,{thaw}>ing>,"{T""O}.>IN>",2,VB|NN,685.000,-0.302,251.872,27,0.82,648.462,-0.341,107.872,26,0.963, θ ɔː ɪ ŋ 
the,3,"69,971","23,099,033",16.955,"29,449.180",6.177,100.000,3.924,5,6,6,1,1,9.4,10.295,10.295,8.449,8.449,0,#,5,9.4,1.79,1.500,9.170,1.800,10.920,1.430,0.705,"9,864",2.369,3.984,1.125,#,#,#,142,88,344,207,"3,072","1,536.000",641,D@,2,1,{the},{D@},1,minor,600.194,-0.681,249.144,31,0.94,608.655,-0.457,132.771,29,1.0, ð ə 
theater,7,52,"8,628",9.063,24.040,3.089,7.080,2.775,0,0,5,0,0,#,#,9.255,#,#,#,#,#,#,#,1.900,7.740,2.050,8.196,4.920,0.653,"7,008",#,6.940,4.200,6.140,3.730,5.540,316,133,"1,080",317,"19,625","3,270.833","2,859","T""i@.4@`",5,2,{theater},"{T""i@.4@`}",1,NN,657.829,-0.423,227.050,35,1.0,646.600,-0.284,138.996,25,0.962, θ iə ɾ ɚ 
theatergoers,12,1,3,1.099,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,5.050,5.790,5.500,5.031,#,0.211,0,#,#,#,#,#,#,#,#,#,#,"28,069","2,551.727","3,089","T""i@.4@`.g%o@`z",9,3,{theater}{go}>er>>s>,"{T""i@.4@`}.{g%o}>@`>>z>",4,NN,936.500,0.961,243.062,18,0.56,"1,011.294",1.182,308.965,17,0.85, θ iə ɾ ɚ ɡ oʊ ɚ z 
theatergoing,12,1,4,1.386,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.750,6.069,4.900,6.002,2.960,0.203,0,#,#,#,#,#,#,#,#,#,#,"31,456","2,859.636","3,169","T""i@.4@`.g%o.IN",9,4,{theater}{go}>ing>,"{T""i@.4@`}.{g%o}.>IN>",3,VB|NN,"1,197.875",1.502,396.419,16,0.53,963.684,0.934,394.603,19,0.95, θ iə ɾ ɚ ɡ oʊ ɪ ŋ 
theaters,8,11,"1,150",7.048,1.800,1.968,0.860,1.863,0,0,6,0,0,#,#,6.957,#,#,#,#,#,#,#,2.400,7.075,2.300,7.753,#,0.571,"1,184",#,6.940,#,#,#,#,1,1,5,3,"21,094","3,013.429","3,048","T""i@.4@`z",6,2,{theater}>s>,"{T""i@.4@`}>z>",2,NN,684.091,-0.348,237.993,33,0.97,704.222,-0.196,200.930,27,1.0, θ iə ɾ ɚ z 
theatre,7,29,"10,455",9.255,11.410,2.766,2.810,2.375,0,0,5,0,0,#,#,9.063,#,#,#,#,#,#,#,2.700,8.047,2.050,8.196,#,0.657,"7,102",1.321,6.940,#,#,#,#,#,#,#,#,"15,298","2,549.667","1,881","T""i@.4@`",5,2,{theatre},"{T""i@.4@`}",1,NN,670.424,-0.369,172.813,33,1.0,667.852,-0.372,107.848,27,1.0, θ iə ɾ ɚ 
theatregoer,11,1,7,1.946,0.040,0.477,0.010,0.301,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.750,6.622,5.300,5.776,#,0.187,0,#,#,#,#,#,#,#,#,#,#,"22,401","2,240.100","2,069","T""i@.4@`.g%o@`",8,3,{theatre}{go}>er>,"{T""i@.4@`}.{g%o}>@`>",3,NN,"1,128.750",1.561,273.051,4,0.13,918.778,1.293,159.588,9,0.692, θ iə t ɹ ɪ ɡ oʊ ɚ 
theatres,8,1,"1,050",6.957,0.530,1.447,0.300,1.415,0,0,6,0,0,#,#,7.048,#,#,#,#,#,#,#,2.750,7.355,2.300,7.753,#,0.576,"1,458",1.364,6.940,#,#,#,#,#,#,#,#,"19,787","2,826.714","2,479","T""i@.4@`z",6,2,{theatre}>s>,"{T""i@.4@`}>z>",2,NN,762.074,0.041,376.110,27,0.87,745.792,-0.06,228.645,24,0.96, θ iə ɾ ɚ z 
theatrical,10,12,"1,713",7.446,2.510,2.111,1.290,2.037,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.600,7.109,3.600,6.773,2.180,0.614,"4,650",1.321,9.440,#,5.300,5.360,6.950,7,3,15,9,"20,789","2,309.889","2,508","Ti.""a.trIk.l=",8,4,{theatr--ic}>al>,"{Ti.""a.tr--Ik}.>l=>",3,JJ,704.226,-0.183,199.092,31,0.91,784.583,0.235,178.054,24,0.889, θ iː æ t ɹ ɪ k əl 
theatrically,12,2,103,4.635,0.040,0.477,0.020,0.477,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.700,5.712,3.700,6.455,2.830,0.392,0,1.555,#,#,#,#,#,#,#,#,#,"23,950","2,177.273","2,718","Ti.""a.trIk.li",9,4,{theatr--ic}>al>>ly>,"{Ti.""a.tr--Ik}.>l>>i>",4,RB,849.630,0.299,231.304,27,0.93,830.316,0.381,187.214,19,0.864, θ iː æ t ɹ ɪ k l i 
theatricals,11,2,10,2.303,0.160,0.954,0.080,0.903,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.400,6.498,4.350,6.718,2.920,0.271,0,#,9.440,#,#,#,#,#,#,#,#,"21,204","2,120.400","2,518","Ti.""a.trIk.l=z",9,4,{theatr--ic}>al>>s>,"{Ti.""a.tr--Ik}.>l=>>z>",4,NN,956.897,0.684,299.146,29,0.85,810.600,0.434,220.774,25,0.962, θ iː æ t ɹ ɪ k əl z 
thee,4,17,"4,731",8.462,26.020,3.123,4.700,2.597,4,23,23,1,1,12.9,10.840,10.84,14.297,14.297,4,12.9,0,#,0.66,1.500,8.946,1.000,12.287,2.540,0.548,1,1.300,#,#,#,#,#,22,7,53,20,"3,942","1,314.000",915,"D""i",2,1,{thee},"{D""i}",1,minor|NN,772.250,0.031,205.496,24,0.73,756.000,0.129,172.121,25,0.962, ð iː 
theft,5,10,"4,875",8.492,6.750,2.538,3.470,2.465,0,2,2,0,0,#,8.542,8.542,#,#,#,#,#,#,#,2.000,9.528,1.900,8.209,2.930,0.585,"2,340",1.334,8.110,1.960,2.600,5.170,3.930,191,47,398,124,"3,679",919.750,741,"T""Eft",4,1,{theft},"{T""Eft}",1,NN,675.312,-0.467,168.382,32,0.94,634.538,-0.503,112.849,26,0.963, θ ɛ f t 
their,5,"2,670","844,722",13.647,655.160,4.524,85.720,3.857,0,21,27,0,0,#,9.323,9.617,#,#,#,#,#,#,#,1.900,9.659,1.000,10.276,3.340,0.702,"9,753",2.356,5.263,1.667,#,#,#,11,9,53,19,"4,191","1,047.750",802,"D""Er",3,1,{their},"{D""Er}",1,minor,786.152,-0.155,314.788,33,0.97,660.111,-0.302,96.722,27,1.0, ð ɛɹ
theirs,6,21,"5,053",8.528,7.750,2.598,4.140,2.542,0,21,29,0,0,#,6.946,7.098,#,#,#,#,#,#,#,1.900,8.530,1.100,8.649,2.400,0.530,0,2.005,5.263,#,#,#,#,13,7,80,17,"5,660","1,132.000","1,018","D""Erz",4,1,{theirs},"{D""Erz}",1,minor,817.871,-0.104,379.548,31,0.91,624.143,-0.327,121.664,28,0.966,ð ɛɹ z 
their's,7,1,296,5.69,#,#,#,#,0,21,29,0,0,#,6.946,7.221,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,2,2,"5,387",897.833,986,"""DErz",4,1,#,,#,#,713.633,-0.256,263.914,30,0.91,639.333,-0.305,124.168,24,0.96, ð ɛɹ z 
theism,6,#,305,5.72,#,#,#,#,1,0,0,0,0,6.1,#,0.0,#,#,1,6.1,0,#,0.94,2.300,7.894,2.800,7.011,1.960,0.353,0,#,#,#,#,#,#,3,2,14,10,"6,667","1,333.400","1,112","T""i.I.zm=",5,3,{the--ism},"{T""i-.-I.zm=}",2,NN,993.722,0.801,394.726,18,0.53,858.240,0.52,211.337,25,0.926, θ iː ɪ z ə m 
theist,6,#,429,6.061,#,#,#,#,1,0,0,0,0,5.7,#,0.0,#,#,0,#,1,5.7,1.06,1.900,8.697,1.950,7.697,#,0.254,0,#,#,#,#,#,#,#,#,7,6,"9,706","1,941.200","1,531","T""i.Ist",5,2,{the--ist},"{T""i-.-Ist}",2,NN|JJ,721.714,-0.206,169.835,14,0.41,774.318,0.42,268.780,22,0.88, θ iː ɪ s t 
theistic,8,1,334,5.811,0.040,0.477,0.010,0.301,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.900,6.744,2.800,6.943,#,0.377,0,#,13.130,#,#,#,#,#,#,#,#,"16,775","2,396.429","2,480","Ti.""Ist.Ik",7,3,{the--ist}>ic>,"{Ti-.-""Ist}.>Ik>",3,JJ,"1,038.462",0.805,458.033,13,0.38,818.941,0.586,179.897,17,0.739, θ iː ɪ s t ɪ k 
Thelma,6,6,378,5.935,#,#,#,#,0,1,1,0,0,#,6.242,6.242,#,#,#,#,#,#,#,2.750,8.254,2.300,7.326,#,0.487,0,#,#,#,#,#,#,#,#,1,1,"6,591","1,318.200","1,020","T""El.m@",5,2,{thelma},"{T""El.m@}",1,NN,707.625,-0.237,175.665,32,0.94,629.679,-0.336,130.650,28,1.0, θ ɛ l m ə 
Thelma's,8,1,3,1.099,#,#,#,#,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,"7,666","1,095.143","1,256","T""Elm@z",6,2,#,,#,#,759.500,-0.212,417.840,30,0.94,689.963,-0.194,209.070,27,1.0, θ ɛ l m ə z 
them,4,"1,789","801,560",13.594,"1,778.820",4.958,97.310,3.912,5,6,6,1,1,9.6,11.351,11.351,13.467,13.467,1,14.3,4,8.4,1.41,1.600,9.015,1.800,10.151,3.040,0.699,"9,598",2.269,4.900,2.739,#,#,#,100,22,280,74,"4,083","1,361.000",741,"D""Em",3,1,{them},"{D""Em}",1,minor,595.483,-0.674,136.444,29,0.88,606.333,-0.501,105.614,27,1.0, ð ɛ m 
thematic,8,1,613,6.418,0.080,0.699,0.050,0.699,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,2.800,6.093,2.500,6.097,#,0.556,31,1.206,13.760,#,#,#,#,1,1,1,1,"17,013","2,430.429","2,270","TIm.""a.4Ik",7,3,{theme}>atic>,"{TIm$}.>""a.4Ik>",2,JJ,764.880,0.189,240.106,25,0.78,776.240,0.085,352.328,25,1.0, θ iː m æ ɾ ɪ k 
theme,5,55,"14,345",9.571,13.920,2.852,5.350,2.653,3,10,10,0,0,11.1,7.622,7.622,#,#,2,13.7,1,5.9,0.86,1.700,9.326,1.450,8.897,2.720,0.662,"7,493",1.879,8.500,2.043,5.430,3.080,5.900,45,17,115,53,"5,824","1,456.000",996,"T""im",3,1,{theme},"{T""im}",1,NN,694.303,-0.503,340.984,33,0.97,598.000,-0.602,76.713,27,1.0, θ iː m 
themes,6,8,"4,640",8.442,1.120,1.763,0.520,1.653,2,9,9,0,0,6.5,7.519,7.519,#,#,0,#,2,6.5,1.31,1.850,8.150,1.550,8.501,#,0.638,"5,944",1.708,8.500,#,#,#,#,#,#,5,5,"10,313","2,062.600","1,725","T""imz",4,1,{theme}>s>,"{T""im}>z>",2,NN,662.267,-0.335,202.499,30,0.88,627.815,-0.422,87.156,27,1.0, θ iː m z 
themselves,10,270,"69,173",11.144,45.940,3.370,21.050,3.247,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,4.300,6.693,4.750,7.539,2.930,0.689,"8,975",2.161,5.945,#,#,#,#,1,1,9,3,"14,542","1,615.778","1,651","D%Em.s""Elvz",8,2,{them}{self}>s>,"{D%Em}.{s""Elv$}>z>",3,minor|NN,676.125,-0.305,196.977,32,0.97,637.607,-0.246,122.260,28,1.0, ð ɛ m s ɛ l v z 
then,4,"1,377","705,900",13.467,"1,489.530",4.881,98.410,3.917,7,17,17,2,2,11.6,10.189,10.189,13.528,13.528,3,13.9,4,10.0,1.16,1.500,9.224,1.200,10.072,1.440,0.700,"9,522",2.222,6.744,1.167,#,#,#,136,39,370,103,"6,888","2,296.000",836,"D""En",3,1,{then},"{D""En}",1,RB|JJ,567.531,-0.651,152.221,32,0.91,602.269,-0.578,114.474,26,0.963, ð ɛ n 
thence,6,6,369,5.911,0.270,1.176,0.130,1.079,1,6,6,0,0,6.6,8.641,8.641,#,#,1,6.6,0,#,0.89,2.150,8.064,1.650,9.025,1.360,0.554,2,1.799,11.284,#,#,#,#,1,1,3,2,"9,918","1,983.600","1,156","D""Ens",4,1,{thence},"{D""Ens}",1,RB,843.643,0.049,236.927,14,0.4,723.091,-0.141,137.371,22,0.815, ð ɛ n s 
thenceforth,11,2,24,3.178,#,#,#,#,0,1,1,0,0,#,6.091,6.091,#,#,#,#,#,#,#,5.200,6.385,4.650,7.135,1.420,0.328,0,#,#,#,#,#,#,#,#,#,#,"16,035","1,603.500","1,346","D%Ens.f""OrT",8,2,{thence}{forth},"{D%Ens}.{f""OrT}",2,minor|NN,933.286,0.597,358.378,14,0.45,975.368,0.68,375.480,19,0.76, ð ɛ n s f ɔːɹ θ 
theocracy,9,1,385,5.953,0.040,0.477,0.020,0.477,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.750,7.129,3.650,7.005,#,0.347,0,#,13.050,#,#,#,#,#,#,2,2,"9,509","1,188.625","1,266","Ti.""A.kr@.si",8,4,{theo--cracy},"{Ti.""A-.-kr@.si}",2,NN,966.500,0.659,294.118,20,0.61,781.909,0.353,222.507,22,1.0, θ ɪ ɑː k ɹ ə s i 
Theodore,8,14,"2,004",7.603,2.630,2.130,0.880,1.875,0,0,0,0,0,#,#,0.0,#,#,#,#,#,#,#,3.650,7.506,3.050,7.333,#,0.600,"3,065",#,#,#,#,#,#,1,1,10,4,"11,733","1,676.143","1,251","T""i@.dOr",6,2,{theodore},"{T""i@.dOr}",1,NN,664.091,-0.264,171.965,33,0.97,687.143,-0.198,108.650,28,1.0, θ iː ə d ɔːɹ 
