,,grammatical,number of,number of,graphemic,number of,number of,EQOL,Levenstein,Grapheme-Phoneme segmentation,,,Phoneme-Grapheme segmentation,,,Rime segmentation,,,Rime match frequency,,Ortho-Phono rime consistency,,Phono-Ortho rime consistency,,G-Ph frequency,,Ph-G frequency,,G-Ph consistency,,Ph-G consistency,,Least frequent G-Ph,,Least frequent Ph-G,,Least consistent G-Ph,,Least consistent Ph-G,,Frequency initial G-Ph,,Mean frequency internal G-Ph,,Frequency final G-Ph,,Frequency initial Ph-G,,Mean frequency internal Ph-G,,Frequency final Ph-G,,Consistency initial G-Ph,,Mean consistency internal G-Ph,,Consistency final G-Ph,,Consistency initial Ph-G,,Mean Consistencyinternal Ph-G,,Consistency final Ph-G,
protège,pROtEZ,VER,7,6,1.17,7,2,46.64658,2.65,.p.r.o.t.è.g.e,.p.R.O.t.E.Z.°,(p-p.r-R.o-O.t-t.è-E.g-Z.e-°),.p.r.o.t.è.ge,.p.R.O.t.E.Z,(p-p.r-R.o-O.t-t.è-E.ge-Z),ège,EZ,ège-EZ,4,59,100,100,26.667,12.258,2513,93290,2051,64077,90.416,89.239,77.581,79.288,380,è-E,155,ge-Z,59.632,g-Z,14.903,è-E,1317,78832.869,2663,81164.761,2962,168375.764,1317,78832.869,2708,74896.874,155,6039.191,100,100,86.582,84.935,100,100,100,100,75.995,76.468,61.508,69.856
protégé,pROteZe,"VER,ADJ,NC",7,7,1,7,3,6.21954,2.8,.p.r.o.t.é.g.é,.p.R.O.t.e.Z.e,(p-p.r-R.o-O.t-t.é-e.g-Z.é-e),.p.r.o.t.é.g.é,.p.R.O.t.e.Z.e,(p-p.r-R.o-O.t-t.é-e.g-Z.é-e),é,e,é-e,638,12194,100,100,28.843,21.44,2529,76526,2093,61071,90.395,89.107,83.229,81.156,616,g-Z,364,g-Z,59.632,g-Z,26.677,é-e,1317,78832.869,3137,88770.087,704,12995.844,1317,78832.869,2526,67134.085,704,12995.844,100,100,86.553,84.75,100,100,100,100,91.186,88.312,26.677,26.53
protègent,pROtEZ,VER,9,6,1.5,8,2,12.43909,3.2,.p.r.o.t.è.g.en.t,.p.R.O.t.E.Z.#.#,(p-p.r-R.o-O.t-t.è-E.g-Z.en-#.t-#),.p.r.o.t.è.gent,.p.R.O.t.E.Z,(p-p.r-R.o-O.t-t.è-E.gent-Z),ègent,EZ,ègent-EZ,1,12,100,100,6.667,2.581,2167,73041,2029,63122,83.408,81.404,69.049,68.245,380,è-E,26,gent-Z,35.269,en-#,10.317,gent-Z,1317,78832.869,2327,69823.483,2055,86557.658,1317,78832.869,2708,74896.874,26,310.983,100,100,78.03,75.438,99.084,98.604,100,100,75.995,76.468,10.317,3.597
protéger,pROteZe,VER,8,7,1.14,7,3,77.7443,2.75,.p.r.o.t.é.g.er,.p.R.O.t.e.Z.e,(p-p.r-R.o-O.t-t.é-e.g-Z.er-e),.p.r.o.t.é.g.er,.p.R.O.t.e.Z.e,(p-p.r-R.o-O.t-t.é-e.g-Z.er-e),er,e,er-e,632,15089,98.596,94.232,28.571,26.531,2544,77478,2107,62023,90.185,88.39,83.776,83.099,616,g-Z,364,g-Z,59.632,g-Z,30.504,er-e,1317,78832.869,3137,88770.087,805,19660.067,1317,78832.869,2526,67134.085,805,19660.067,100,100,86.553,84.75,98.531,94.982,100,100,91.186,88.312,30.504,40.134
protégés,pROteZe,"VER,ADJ,NC",8,7,1.14,8,3,6.21954,3.3,.p.r.o.t.é.g.é.s,.p.R.O.t.e.Z.e.#,(p-p.r-R.o-O.t-t.é-e.g-Z.é-e.s-#),.p.r.o.t.é.g.és,.p.R.O.t.e.Z.e,(p-p.r-R.o-O.t-t.é-e.g-Z.és-e),és,e,és-e,339,4764,100,100,15.325,8.377,2970,98511,2047,59967,91.463,89.944,81.475,78.902,616,g-Z,364,g-Z,59.632,g-Z,14.399,és-e,1317,78832.869,3073,83148.964,4002,210357.889,1317,78832.869,2526,67134.085,380,5268.017,100,100,88.77,87.138,99.084,96.724,100,100,91.186,88.312,14.399,10.754
protéines,pROtein,NC,9,7,1.29,9,3,3.10977,3.65,.p.r.o.t.é.i.n.e.s,.p.R.O.t.e.i.n.°.#,(p-p.r-R.o-O.t-t.é-e.i-i.n-n.e-°.s-#),.p.r.o.t.é.i.nes,.p.R.O.t.e.i.n,(p-p.r-R.o-O.t-t.é-e.i-i.nes-n),ines,in,ines-in,27,320,100,100,27,13.429,3131,104821,2493,72325,94.038,92.579,85.571,84.893,1270,n-n,81,nes-n,74.122,i-i,18.794,nes-n,1317,78832.869,3266,93457.054,4002,210357.889,1317,78832.869,3210,84879.149,81,3044.47,100,100,92.465,90.927,99.084,96.724,100,100,96.04,96.592,18.794,11.292
protestante,pROtEst@t,"ADJ,NC",11,9,1.22,10,3,27.98795,3.6,.p.r.o.t.e.s.t.an.t.e,.p.R.O.t.E.s.t.@.t.°,(p-p.r-R.o-O.t-t.e-E.s-s.t-t.an-@.t-t.e-°),.p.r.o.t.e.s.t.an.te,.p.R.O.t.E.s.t.@.t,(p-p.r-R.o-O.t-t.e-E.s-s.t-t.an-@.te-t),ante,@t,ante-@t,52,1116,100,100,35.616,26.052,2718,99841,2042,62594,81.55,81.483,74.71,76.593,996,e-E,358,te-t,22.647,e-E,39.587,s-s,1317,78832.869,2862,93900.697,2962,168375.764,1317,78832.869,2386,66524.991,358,18839.025,100,100,76.937,76.854,100,100,100,100,75.754,75.793,42.118,58.793
protestants,pROtEst@,"ADJ,NC",11,8,1.38,10,3,15.54886,3.6,.p.r.o.t.e.s.t.an.t.s,.p.R.O.t.E.s.t.@.#.#,(p-p.r-R.o-O.t-t.e-E.s-s.t-t.an-@.t-#.s-#),.p.r.o.t.e.s.t.ants,.p.R.O.t.E.s.t.@,(p-p.r-R.o-O.t-t.e-E.s-s.t-t.ants-@),ants,@,ants-@,71,2500,100,100,8.237,4.554,2477,94339,2190,66603,73.755,74.095,74.285,74.399,308,t-#,78,ants-@,6.889,t-#,8.543,ants-@,1317,78832.869,2432,81774.477,4002,210357.889,1317,78832.869,2688,75238.685,78,2556.241,100,100,67.309,68.028,99.084,96.724,100,100,80.956,81.517,8.543,6.091
protestation,pROtEstasj§,NC,12,11,1.09,11,4,3.10977,4,.p.r.o.t.e.s.t.a.t.i.on,.p.R.O.t.E.s.t.a.s.j.§,(p-p.r-R.o-O.t-t.e-E.s-s.t-t.a-a.t-s.i-j.on-§),.p.r.o.t.e.s.t.a.t.i.on,.p.R.O.t.E.s.t.a.s.j.§,(p-p.r-R.o-O.t-t.e-E.s-s.t-t.a-a.t-s.i-j.on-§),ion,j§,ion-j§,269,11985,99.63,99.974,61.982,71.028,2296,78341,2114,64708,68.723,68.697,76.915,78.481,408,on-§,408,on-§,9.193,t-s,16.03,t-s,1317,78832.869,2615,84255.79,408,24620.095,1317,78832.869,2393,67592.574,408,24620.095,100,100,61.881,61.764,99.029,99.786,100,100,77.474,78.699,48.804,55.006
proteste,pROtEst,VER,8,7,1.14,8,2,3.10977,2.7,.p.r.o.t.e.s.t.e,.p.R.O.t.E.s.t.°,(p-p.r-R.o-O.t-t.e-E.s-s.t-t.e-°),.p.r.o.t.e.s.te,.p.R.O.t.E.s.t,(p-p.r-R.o-O.t-t.e-E.s-s.te-t),este,Est,este-Est,9,700,100,100,50,86.872,2801,106082,2103,66426,78.96,79.319,76.278,78.888,996,e-E,358,te-t,22.647,e-E,39.587,s-s,1317,78832.869,3021,100241.801,2962,168375.764,1317,78832.869,2609,73462.477,358,18839.025,100,100,71.946,72.425,100,100,100,100,78.366,78.685,42.118,58.793
protesté,pROtEste,VER,8,8,1,8,3,6.21954,2.95,.p.r.o.t.e.s.t.é,.p.R.O.t.E.s.t.e,(p-p.r-R.o-O.t-t.e-E.s-s.t-t.é-e),.p.r.o.t.e.s.t.é,.p.R.O.t.E.s.t.e,(p-p.r-R.o-O.t-t.e-E.s-s.t-t.é-e),é,e,é-e,638,12194,100,100,28.843,21.44,2518,86660,2268,67908,78.96,79.319,76.552,76.954,704,é-e,704,é-e,22.647,e-E,26.677,é-e,1317,78832.869,3021,100241.801,704,12995.844,1317,78832.869,2688,75238.685,704,12995.844,100,100,71.946,72.425,100,100,100,100,80.956,81.517,26.677,26.53
protestent,pROtEst,VER,10,7,1.43,9,2,3.10977,3.1,.p.r.o.t.e.s.t.en.t,.p.R.O.t.E.s.t.#.#,(p-p.r-R.o-O.t-t.e-E.s-s.t-t.en-#.t-#),.p.r.o.t.e.s.tent,.p.R.O.t.E.s.t,(p-p.r-R.o-O.t-t.e-E.s-s.tent-t),estent,Est,estent-Est,4,56,100,100,22.222,6.95,2461,86662,2064,63953,74.003,73.456,71.791,71.17,650,en-#,91,tent-t,22.647,e-E,10.706,tent-t,1317,78832.869,2682,87795.414,2055,86557.658,1317,78832.869,2609,73462.477,91,1526.903,100,100,66.707,66.072,99.084,98.604,100,100,78.366,78.685,10.706,4.765
protocolaire,pROtOkOlER,ADJ,12,10,1.2,11,4,3.10977,5.45,.p.r.o.t.o.c.o.l.ai.r.e,.p.R.O.t.O.k.O.l.E.R.°,(p-p.r-R.o-O.t-t.o-O.c-k.o-O.l-l.ai-E.r-R.e-°),.p.r.o.t.o.c.o.l.ai.re,.p.R.O.t.O.k.O.l.E.R,(p-p.r-R.o-O.t-t.o-O.c-k.o-O.l-l.ai-E.re-R),aire,ER,aire-ER,79,3427,100,100,27.719,28.461,2922,98346,2050,62987,91.838,90.074,80.108,81.153,894,ai-E,349,ai-E,59.224,c-k,14.095,ai-E,1317,78832.869,3096,92732.756,2962,168375.764,1317,78832.869,2331,64413.783,537,35725.115,100,100,90.024,87.869,100,100,100,100,83.36,84.389,34.204,36.411
proue,pRu,NC,5,3,1.67,4,1,3.10977,1.85,.p.r.ou.e,.p.R.u.#,(p-p.r-R.ou-u.e-#),.p.r.oue,.p.R.u,(p-p.r-R.oue-u),oue,u,oue-u,10,264,100,100,11.628,1.899,2273,84610,2121,72393,77.626,75.678,69.27,66.372,591,e-#,10,oue-u,16.592,e-#,11.628,oue-u,1317,78832.869,3592,122876.872,591,13854.118,1317,78832.869,5037,138080.748,10,264.333,100,100,96.957,98.923,16.592,4.866,100,100,96.181,95.874,11.628,3.242
prouesses,pRuEs,NC,9,5,1.8,7,2,9.32932,2.7,.p.r.ou.e[CC].ss.e.s,.p.R.u.E.s.°.#,(p-p.r-R.ou-u.e[CC]-E.ss-s.e-°.s-#),.p.r.ou.e.sses,.p.R.u.E.s,(p-p.r-R.ou-u.e-E.sses-s),esses,Es,esses-Es,10,50,100,100,15.873,3.99,2289,89381,1771,62670,97.283,97.567,72.683,71.973,571,e[CC]-E,32,sses-s,87.982,e[CC]-E,6.653,sses-s,1317,78832.869,2141,67295.114,4002,210357.889,1317,78832.869,2502,78058.708,32,342.079,100,100,96.379,97.249,99.084,96.724,100,100,85.588,86.133,6.653,1.468
prouve,pRuv,VER,6,4,1.5,5,1,3.10977,1.75,.p.r.ou.v.e,.p.R.u.v.°,(p-p.r-R.ou-u.v-v.e-°),.p.r.ou.ve,.p.R.u.v,(p-p.r-R.ou-u.ve-v),ouve,uv,ouve-uv,6,1511,100,100,50,87.726,2520,106250,1832,65151,98.783,99.569,85.279,86.666,962,ou-u,67,ve-v,93.945,ou-u,47.518,ve-v,1317,78832.869,2774,94680.465,2962,168375.764,1317,78832.869,2971,88974.069,67,3821.912,100,100,97.971,99.282,100,100,100,100,96.799,97.405,47.518,51.856
prouvent,pRuv,VER,8,4,2,6,1,21.7684,2.3,.p.r.ou.v.en.t,.p.R.u.v.#.#,(p-p.r-R.ou-u.v-v.en-#.t-#),.p.r.ou.vent,.p.R.u.v,(p-p.r-R.ou-u.vent-v),ouvent,uv,ouvent-uv,4,168,100,100,33.333,9.747,2058,77092,1822,64771,88.044,87.401,78.719,81.519,650,en-#,30,vent-v,35.269,en-#,21.277,vent-v,1317,78832.869,2243,74289.622,2055,86557.658,1317,78832.869,2971,88974.069,30,2304.342,100,100,82.296,81.45,99.084,98.604,100,100,96.799,97.405,21.277,31.266
prouver,pRuve,VER,7,5,1.4,5,2,9.32932,2.05,.p.r.ou.v.er,.p.R.u.v.e,(p-p.r-R.ou-u.v-v.er-e),.p.r.ou.v.er,.p.R.u.v.e,(p-p.r-R.ou-u.v-v.er-e),er,e,er-e,632,15089,98.596,94.232,28.571,26.531,2089,76507,1812,61472,98.489,98.566,84.82,86.989,805,er-e,805,er-e,93.945,ou-u,30.504,er-e,1317,78832.869,2774,94680.465,805,19660.067,1317,78832.869,2313,69621.873,805,19660.067,100,100,97.971,99.282,98.531,94.982,100,100,97.866,98.27,30.504,40.134
provenaient,pROvnE,VER,11,6,1.83,9,2,3.10977,3.4,.p.r.o.v.e.n.ai.en.t,.p.R.O.v.°.n.E.#.#,(p-p.r-R.o-O.v-v.e-°.n-n.ai-E.en-#.t-#),.p.r.o.v.e.n.aient,.p.R.O.v.°.n.E,(p-p.r-R.o-O.v-v.e-°.n-n.aient-E),aient,E,aient-E,118,958,100,100,17.327,1.051,2014,67348,1641,49602,91.429,90.011,84.704,82.216,650,en-#,125,aient-E,35.269,en-#,17.313,aient-E,1317,78832.869,2108,62962.483,2055,86557.658,1317,78832.869,2009,53480.253,125,979.601,100,100,89.11,87.357,99.084,98.604,100,100,95.123,94.842,17.313,1.3
provenance,pROvn@s,NC,10,7,1.43,9,2,6.21954,3.7,.p.r.o.v.e.n.an.c.e,.p.R.O.v.°.n.@.s.°,(p-p.r-R.o-O.v-v.e-°.n-n.an-@.c-s.e-°),.p.r.o.v.e.n.an.ce,.p.R.O.v.°.n.@.s,(p-p.r-R.o-O.v-v.e-°.n-n.an-@.ce-s),ance,@s,ance-@s,29,896,100,100,26.606,30.094,2137,79076,1510,45979,92.128,91.61,81.288,80.903,720,c-s,145,ce-s,39.889,c-s,30.146,ce-s,1317,78832.869,2136,66353.469,2962,168375.764,1317,78832.869,1770,46940.682,145,7357.728,100,100,89.879,89.213,100,100,100,100,86.693,85.942,30.146,31.568
provenant,pROvn@,VER,9,6,1.5,8,2,18.65863,2.7,.p.r.o.v.e.n.an.t,.p.R.O.v.°.n.@.#,(p-p.r-R.o-O.v-v.e-°.n-n.an-@.t-#),.p.r.o.v.e.n.ant,.p.R.O.v.°.n.@,(p-p.r-R.o-O.v-v.e-°.n-n.ant-@),ant,@,ant-@,298,7768,100,100,34.571,14.148,2201,76073,1670,50618,98.543,97.861,87.41,84.783,1020,an-@,331,ant-@,89.393,o-O,36.254,ant-@,1317,78832.869,2372,73866.191,2055,86557.658,1317,78832.869,2009,53480.253,331,8088.567,100,100,98.211,97.38,99.084,98.604,100,100,95.123,94.842,36.254,19.274
proverbe,pROvERb,NC,8,7,1.14,8,2,24.87817,3.25,.p.r.o.v.e.r.b.e,.p.R.O.v.E.R.b.°,(p-p.r-R.o-O.v-v.e-E.r-R.b-b.e-°),.p.r.o.v.e.r.be,.p.R.O.v.E.R.b,(p-p.r-R.o-O.v-v.e-E.r-R.be-b),erbe,ERb,erbe-ERb,4,777,100,100,50,60.68,2749,107851,2331,72482,88.252,91.17,86.359,87.447,789,b-b,20,be-b,22.647,e-E,50,be-b,1317,78832.869,2952,102599.525,2962,168375.764,1317,78832.869,2996,85471.848,20,1184.823,100,100,84.336,88.227,100,100,100,100,90.903,90.915,50,57.553
proverbes,pROvERb,NC,9,7,1.29,9,2,15.54886,3.4,.p.r.o.v.e.r.b.e.s,.p.R.O.v.E.R.b.°.#,(p-p.r-R.o-O.v-v.e-E.r-R.b-b.e-°.s-#),.p.r.o.v.e.r.bes,.p.R.O.v.E.R.b,(p-p.r-R.o-O.v-v.e-E.r-R.bes-b),erbes,ERb,erbes-ERb,4,504,100,100,50,39.32,2808,107054,2330,72428,89.456,91.787,84.216,84.814,789,b-b,14,bes-b,22.647,e-E,35,bes-b,1317,78832.869,2850,96327.323,4002,210357.889,1317,78832.869,2996,85471.848,14,805.432,100,100,86.574,89.909,99.084,96.724,100,100,90.903,90.915,35,39.124
proviendrait,pROvj5dRE,VER,12,9,1.33,10,3,6.21954,4.5,.p.r.o.v.i.en.d.r.ai.t,.p.R.O.v.j.5.d.R.E.#,(p-p.r-R.o-O.v-v.i-j.en-5.d-d.r-R.ai-E.t-#),.p.r.o.v.i.en.d.r.ait,.p.R.O.v.j.5.d.R.E,(p-p.r-R.o-O.v-v.i-j.en-5.d-d.r-R.ait-E),ait,E,ait-E,265,5815,100,100,38.913,6.38,2291,76873,1941,58263,81.279,81.144,82.174,78.039,82,en-5,22,en-5,4.449,en-5,13.253,en-5,1317,78832.869,2442,75416.943,2055,86557.658,1317,78832.869,2266,62801.692,287,5924.17,100,100,76.713,76.604,99.084,98.604,100,100,85.688,84.927,39.751,7.865
proviennent,pROvjEn,VER,11,7,1.57,9,2,12.43909,3.45,.p.r.o.v.i.e[CC].nn.en.t,.p.R.O.v.j.E.n.#.#,(p-p.r-R.o-O.v-v.i-j.e[CC]-E.nn-n.en-#.t-#),.p.r.o.v.i.e.nnent,.p.R.O.v.j.E.n,(p-p.r-R.o-O.v-v.i-j.e-E.nnent-n),iennent,jEn,iennent-jEn,16,684,100,100,23.881,46.61,1790,61464,1815,59113,81.799,80.618,80.157,80.121,394,nn-n,30,nnent-n,24.494,i-j,6.961,nnent-n,1317,78832.869,1819,55398.149,2055,86557.658,1317,78832.869,2272,66772.691,30,1094.643,100,100,76.729,75.28,99.084,98.604,100,100,90.828,91.357,6.961,4.06
provient,pROvj5,VER,8,6,1.33,7,2,27.98795,2.6,.p.r.o.v.i.en.t,.p.R.O.v.j.5.#,(p-p.r-R.o-O.v-v.i-j.en-5.t-#),.p.r.o.v.i.ent,.p.R.O.v.j.5,(p-p.r-R.o-O.v-v.i-j.ent-5),ient,j5,ient-j5,17,1378,38.636,77.583,17.708,18.141,2082,73484,1855,59641,73.913,73.837,82.874,83.829,82,en-5,17,ent-5,4.449,en-5,6.273,ent-5,1317,78832.869,2240,69799.111,2055,86557.658,1317,78832.869,2449,69408.868,17,1377.629,100,100,63.661,63.651,99.084,98.604,100,100,97.743,98.299,6.273,9.779
province,pROv5s,NC,8,6,1.33,7,2,255.00129,2.8,.p.r.o.v.in.c.e,.p.R.O.v.5.s.°,(p-p.r-R.o-O.v-v.in-5.c-s.e-°),.p.r.o.v.in.ce,.p.R.O.v.5.s,(p-p.r-R.o-O.v-v.in-5.ce-s),ince,5s,ince-5s,4,379,100,100,57.143,71.765,2117,81783,1653,53620,89.533,88.793,78.315,80.287,116,in-5,74,in-5,39.889,c-s,30.146,ce-s,1317,78832.869,2108,65054.205,2962,168375.764,1317,78832.869,2113,58882.25,145,7357.728,100,100,85.346,84.31,100,100,100,100,84.936,87.539,30.146,31.568
provinces,pROv5s,NC,9,6,1.5,8,2,136.82996,3.15,.p.r.o.v.in.c.e.s,.p.R.O.v.5.s.°.#,(p-p.r-R.o-O.v-v.in-5.c-s.e-°.s-#),.p.r.o.v.in.ces,.p.R.O.v.5.s,(p-p.r-R.o-O.v-v.in-5.ces-s),inces,5s,inces-5s,3,149,100,100,42.857,28.235,2262,84144,1639,52767,90.727,89.784,75.509,76.629,116,in-5,64,ces-s,39.889,c-s,13.306,ces-s,1317,78832.869,2130,63994.19,4002,210357.889,1317,78832.869,2113,58882.25,64,2242.148,100,100,87.788,86.925,99.084,96.724,100,100,84.936,87.539,13.306,9.62
provincial,pROv5sjal,"ADJ,NC",10,9,1.11,9,3,27.98795,4.25,.p.r.o.v.in.c.i.a.l,.p.R.O.v.5.s.j.a.l,(p-p.r-R.o-O.v-v.in-5.c-s.i-j.a-a.l-l),.p.r.o.v.in.c.i.a.l,.p.R.O.v.5.s.j.a.l,(p-p.r-R.o-O.v-v.in-5.c-s.i-j.a-a.l-l),ial,jal,ial-jal,12,171,100,100,34.286,34.375,1888,63013,1710,54286,82.221,81.377,74.491,78.246,116,in-5,74,in-5,24.494,i-j,16.295,l-l,1317,78832.869,2220,66907.016,139,19930.536,1317,78832.869,1991,55686.936,139,19930.536,100,100,77.541,76.123,97.203,99.534,100,100,79.16,80.745,16.295,39.003
provinciales,pROv5sjal,ADJ,12,9,1.33,11,3,9.32932,4.55,.p.r.o.v.in.c.i.a.l.e.s,.p.R.O.v.5.s.j.a.l.°.#,(p-p.r-R.o-O.v-v.in-5.c-s.i-j.a-a.l-l.e-°.s-#),.p.r.o.v.in.c.i.a.les,.p.R.O.v.5.s.j.a.l,(p-p.r-R.o-O.v-v.in-5.c-s.i-j.a-a.les-l),iales,jal,iales-jal,9,56,100,100,25.714,11.25,2343,81492,1716,52537,85.608,84.476,75.246,74.823,116,in-5,74,in-5,24.494,i-j,18.877,c-s,1317,78832.869,2273,67468.51,4002,210357.889,1317,78832.869,1991,55686.936,197,4188.885,100,100,82.511,81.39,99.084,96.724,100,100,79.16,80.745,23.095,8.197
provinciaux,pROv5sjo,"ADJ,NC",11,8,1.38,9,3,12.43909,4.45,.p.r.o.v.in.c.i.au.x,.p.R.O.v.5.s.j.o.#,(p-p.r-R.o-O.v-v.in-5.c-s.i-j.au-o.x-#),.p.r.o.v.in.c.i.aux,.p.R.O.v.5.s.j.o,(p-p.r-R.o-O.v-v.in-5.c-s.i-j.aux-o),iaux,jo,iaux-jo,9,187,100,100,40.909,44.117,1516,51815,1464,46495,82.102,82.083,71.16,72.124,116,in-5,41,aux-o,24.494,i-j,14.855,aux-o,1317,78832.869,1735,53648.223,178,11960.206,1317,78832.869,1726,48544.279,41,1862.759,100,100,77.379,77.244,97.268,98.037,100,100,75.738,77.629,14.855,11.215
provision,pROvizj§,NC,9,8,1.13,8,3,3.10977,2.95,.p.r.o.v.i.s.i.on,.p.R.O.v.i.z.j.§,(p-p.r-R.o-O.v-v.i-i.s-z.i-j.on-§),.p.r.o.v.i.s.i.on,.p.R.O.v.i.z.j.§,(p-p.r-R.o-O.v-v.i-i.s-z.i-j.on-§),ion,j§,ion-j§,269,11985,99.63,99.974,61.982,71.028,2264,75078,1998,61985,79.378,77.929,91.329,92.298,408,on-§,408,on-§,24.494,i-j,48.804,on-§,1317,78832.869,2731,82862.287,408,24620.095,1317,78832.869,2377,65405.024,408,24620.095,100,100,72.666,70.607,99.029,99.786,100,100,96.972,97.23,48.804,55.006
provisions,pROvizj§,NC,10,8,1.25,9,3,12.43909,3.3,.p.r.o.v.i.s.i.on.s,.p.R.O.v.i.z.j.§.#,(p-p.r-R.o-O.v-v.i-i.s-z.i-j.on-§.s-#),.p.r.o.v.i.s.i.ons,.p.R.O.v.i.z.j.§,(p-p.r-R.o-O.v-v.i-i.s-z.i-j.ons-§),ions,j§,ions-j§,142,4512,100,100,32.719,26.742,2523,91006,1989,59924,81.631,79.95,90.208,87.693,983,s-z,333,ons-§,24.494,i-j,39.833,ons-§,1317,78832.869,2483,75694.822,4002,210357.889,1317,78832.869,2377,65405.024,333,8128.987,100,100,76.514,74.689,99.084,96.724,100,100,96.972,97.23,39.833,18.162
provoque,pROvOk,VER,8,6,1.33,7,2,18.65863,3,.p.r.o.v.o.qu.e,.p.R.O.v.O.k.°,(p-p.r-R.o-O.v-v.o-O.qu-k.e-°),.p.r.o.v.o.que,.p.R.O.v.O.k,(p-p.r-R.o-O.v-v.o-O.que-k),oque,Ok,oque-Ok,8,457,100,100,47.059,72.414,2407,90390,2033,64600,96.671,95.356,90.56,92.636,523,qu-k,155,que-k,89.393,o-O,49.206,que-k,1317,78832.869,2514,77104.625,2962,168375.764,1317,78832.869,2681,74275.696,155,11664.766,100,100,95.339,93.499,100,100,100,100,98.538,98.588,49.206,61.462
provoquée,pROvOke,"VER,ADJ",9,7,1.29,8,3,3.10977,3.7,.p.r.o.v.o.qu.é.e,.p.R.O.v.O.k.e.#,(p-p.r-R.o-O.v-v.o-O.qu-k.é-e.e-#),.p.r.o.v.o.qu.ée,.p.R.O.v.O.k.e,(p-p.r-R.o-O.v-v.o-O.qu-k.ée-e),ée,e,ée-e,303,4428,100,100,13.698,7.787,2154,66657,1805,55270,86.643,83.929,74.993,74.277,523,qu-k,260,qu-k,16.592,e-#,12.808,ée-e,1317,78832.869,2554,73427.745,591,13854.118,1317,78832.869,2197,60657.008,338,4770.442,100,100,96.092,94.428,16.592,4.866,100,100,82.429,82.04,12.808,9.738
provoquer,pROvOke,VER,9,7,1.29,7,3,18.65863,3.5,.p.r.o.v.o.qu.er,.p.R.O.v.O.k.e,(p-p.r-R.o-O.v-v.o-O.qu-k.er-e),.p.r.o.v.o.qu.er,.p.R.O.v.O.k.e,(p-p.r-R.o-O.v-v.o-O.qu-k.er-e),er,e,er-e,632,15089,98.596,94.232,28.571,26.531,2099,69145,1872,57397,96.461,94.639,77.521,78.619,523,qu-k,260,qu-k,89.393,o-O,17.993,qu-k,1317,78832.869,2514,77104.625,805,19660.067,1317,78832.869,2197,60657.008,805,19660.067,100,100,95.339,93.499,98.531,94.982,100,100,82.429,82.04,30.504,40.134
proximité,pROksimite,NC,9,10,0.9,9,4,9.32932,3.95,.p.r.o.x.i.m.i.t.é,.p.R.O.ks.i.m.i.t.e,(p-p.r-R.o-O.x-ks.i-i.m-m.i-i.t-t.é-e),.p.r.o.x.i.m.i.t.é,.p.R.O.ks.i.m.i.t.e,(p-p.r-R.o-O.x-ks.i-i.m-m.i-i.t-t.é-e),é,e,é-e,638,12194,100,100,28.843,21.44,2721,84298,2384,67610,88.668,87.548,87.209,88.436,205,x-ks,183,x-ks,74.122,i-i,26.677,é-e,1317,78832.869,3209,95264.264,704,12995.844,1317,78832.869,2777,73808.569,704,12995.844,100,100,85.43,83.99,100,100,100,100,94.029,95.627,26.677,26.53
prudemment,pRydam@,ADV,10,7,1.43,8,3,9.32932,3.85,.p.r.u.d.e[CC].mm.en.t,.p.R.y.d.a.m.@.#,(p-p.r-R.u-y.d-d.e[CC]-a.mm-m.en-@.t-#),.p.r.u.d.e.mm.ent,.p.R.y.d.a.m.@,(p-p.r-R.u-y.d-d.e-a.mm-m.ent-@),ent,@,ent-@,303,8885,100,100,35.151,16.181,1666,59684,1280,41944,78.907,79.359,62.454,60.954,9,e[CC]-a,9,e-a,1.387,e[CC]-a,0.251,e-a,1317,78832.869,1659,52013.216,2055,86557.658,1317,78832.869,1467,41145.582,309,9049.468,100,100,72.028,72.711,99.084,98.604,100,100,60.667,61.023,33.844,21.564
prudence,pRyd@s,NC,8,6,1.33,7,2,3.10977,3.15,.p.r.u.d.en.c.e,.p.R.y.d.@.s.°,(p-p.r-R.u-y.d-d.en-@.c-s.e-°),.p.r.u.d.en.ce,.p.R.y.d.@.s,(p-p.r-R.u-y.d-d.en-@.ce-s),ence,@s,ence-@s,32,818,100,100,29.358,27.482,2110,81597,1538,50444,81.525,81.957,77.95,78.186,720,c-s,145,ce-s,39.889,c-s,30.146,ce-s,1317,78832.869,2098,64793.601,2962,168375.764,1317,78832.869,1942,54118.056,145,7357.728,100,100,74.134,74.74,100,100,100,100,84.388,84.386,30.146,31.568
prudent,pRyd@,"ADJ,NC",7,5,1.4,6,2,12.43909,2.6,.p.r.u.d.en.t,.p.R.y.d.@.#,(p-p.r-R.u-y.d-d.en-@.t-#),.p.r.u.d.ent,.p.R.y.d.@,(p-p.r-R.u-y.d-d.ent-@),ent,@,ent-@,303,8885,100,100,35.151,16.181,2191,78014,1765,57863,88.311,88.682,85.496,83.07,1000,en-@,309,ent-@,54.259,en-@,33.844,ent-@,1317,78832.869,2443,75672.717,2055,86557.658,1317,78832.869,2400,67144.433,309,9049.468,100,100,82.696,83.372,99.084,98.604,100,100,97.878,97.928,33.844,21.564
